,TYPE,STATUT,ADRESSE,ARRONDISSEMENT,HORAIRE,ACCES_PMR,RELAIS_BEBE,URL_FICHE_EQUIPEMENT,geo_shape,geo_point_2d,lon,lat
516,SANISETTE,,296  RUE DES PYRENEES,75020,6h/22h,Oui,Non,,"{""coordinates"": [[2.392052330778927, 48.871931093994846]], ""type"": ""MultiPoint""}","48.871931093994846,2.392052330778927",2.392052330778927,48.871931093994846
517,SANISETTE,,face au 375 RUE DES PYRENEES,75020,6h/1h,Oui,Non,,"{""coordinates"": [[2.389751715108937, 48.87368018535096]], ""type"": ""MultiPoint""}","48.87368018535096,2.389751715108937",2.389751715108937,48.87368018535096
518,SANISETTE,,1  RUE PAGANINI,75020,6h/22h,Oui,Non,,"{""coordinates"": [[2.411303344183451, 48.85142475093343]], ""type"": ""MultiPoint""}","48.85142475093343,2.411303344183451",2.411303344183451,48.85142475093343
519,SANISETTE,,37  RUE DU LOUVRE,75002,6h/22h,Oui,Non,,"{""coordinates"": [[2.343820992881231, 48.8674378410879]], ""type"": ""MultiPoint""}","48.8674378410879,2.343820992881231",2.343820992881231,48.8674378410879
520,SANISETTE,,4  RUE POLIVEAU,75005,24h/24h,Oui,Non,,"{""coordinates"": [[2.361273263570859, 48.8403933177024]], ""type"": ""MultiPoint""}","48.8403933177024,2.361273263570859",2.361273263570859,48.8403933177024
521,SANISETTE,,21  RUE D AMSTERDAM,75008,24h/24h,Oui,Non,,"{""coordinates"": [[2.327036875810606, 48.877605646896434]], ""type"": ""MultiPoint""}","48.877605646896434,2.327036875810606",2.327036875810606,48.877605646896434
522,SANISETTE,,61  BOULEVARD DE LA VILLETTE,75010,24h/24h,Oui,Non,,"{""coordinates"": [[2.372183544560666, 48.87619604525084]], ""type"": ""MultiPoint""}","48.87619604525084,2.372183544560666",2.372183544560666,48.87619604525084
523,TOILETTES,,SQUARE DE LA RUE JEAN DUNAND (ZAC BAUDRICOURT),75013,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-baudricourt-2853,"{""coordinates"": [[2.364376697938306, 48.823048021231]], ""type"": ""MultiPoint""}","48.823048021231,2.364376697938306",2.364376697938306,48.823048021231
524,TOILETTES,,SQUARE DES CHAMAILLARDS,75013,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-des-chamaillards-2858,"{""coordinates"": [[2.3694295007426422, 48.82536366522392]], ""type"": ""MultiPoint""}","48.82536366522392,2.3694295007426422",2.3694295007426422,48.82536366522392
525,TOILETTES,,BOIS DE BOULOGNE - PARC DE BAGATELLE - ORANGERIE,75016,Voir fiche équipement,Non,Oui,https://www.paris.fr/equipements/parc-de-bagatelle-1808,"{""coordinates"": [[2.245718549831693, 48.86844303067456]], ""type"": ""MultiPoint""}","48.86844303067456,2.245718549831693",2.245718549831693,48.86844303067456
526,TOILETTES,,JARDIN DE L'HOPITAL SAINTE-PERINE,75016,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/parc-sainte-perine-1806,"{""coordinates"": [[2.268511280811586, 48.84381761455925]], ""type"": ""MultiPoint""}","48.84381761455925,2.268511280811586",2.268511280811586,48.84381761455925
527,TOILETTES,,JARDIN DE L'HOPITAL SAINTE-PERINE,75016,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-sainte-perine-1806,"{""coordinates"": [[2.268623313467747, 48.84388177705817]], ""type"": ""MultiPoint""}","48.84388177705817,2.268623313467747",2.268623313467747,48.84388177705817
528,TOILETTES,,SQUARE SEVERINE,75020,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-severine-1776,"{""coordinates"": [[2.409769452973536, 48.865186754205176]], ""type"": ""MultiPoint""}","48.865186754205176,2.409769452973536",2.409769452973536,48.865186754205176
529,TOILETTES,,JARDINS DU TROCADERO,75016,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardins-du-trocadero-1789,"{""coordinates"": [[2.289051200983526, 48.862588523356806]], ""type"": ""MultiPoint""}","48.862588523356806,2.289051200983526",2.289051200983526,48.862588523356806
530,TOILETTES,,PARC DES BUTTES CHAUMONT,75019,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757,"{""coordinates"": [[2.387309056086508, 48.88106418436492]], ""type"": ""MultiPoint""}","48.88106418436492,2.387309056086508",2.387309056086508,48.88106418436492
531,WC PUBLICS PERMANENTS,,Parc Rives de Seine,75004,Voir fiche équipement,Non,Non,,"{""coordinates"": [[2.346122050376146, 48.8573418185966]], ""type"": ""MultiPoint""}","48.8573418185966,2.346122050376146",2.346122050376146,48.8573418185966
532,SANISETTE,,face au 170 AVENUE LEDRU ROLLIN,75011,24h/24h,Oui,Non,,"{""coordinates"": [[2.379351478214016, 48.85704278201932]], ""type"": ""MultiPoint""}","48.85704278201932,2.379351478214016",2.379351478214016,48.85704278201932
533,SANISETTE,,117  BOULEVARD VINCENT AURIOL,75013,6h/22h,Oui,Non,,"{""coordinates"": [[2.365126312854549, 48.833717304602885]], ""type"": ""MultiPoint""}","48.833717304602885,2.365126312854549",2.365126312854549,48.833717304602885
534,SANISETTE,,101  BOULEVARD DE MONTMORENCY,75016,6h/22h,Oui,Non,,"{""coordinates"": [[2.260533615073436, 48.8483316153724]], ""type"": ""MultiPoint""}","48.8483316153724,2.260533615073436",2.260533615073436,48.8483316153724
535,SANISETTE,,RUE DES FETES,75019,6h/22h,Oui,Non,,"{""coordinates"": [[2.392553578299811, 48.87706838934992]], ""type"": ""MultiPoint""}","48.87706838934992,2.392553578299811",2.392553578299811,48.87706838934992
536,SANISETTE,,52  QUAI DE LA LOIRE,75019,24h/24h,Oui,Non,,"{""coordinates"": [[2.375847653421224, 48.885803250412145]], ""type"": ""MultiPoint""}","48.885803250412145,2.375847653421224",2.375847653421224,48.885803250412145
537,SANISETTE,,face au 3 RUE DES DOCTEURS DEJERINE,75020,6h/1h,Oui,Non,,"{""coordinates"": [[2.412247373913973, 48.85445502611209]], ""type"": ""MultiPoint""}","48.85445502611209,2.412247373913973",2.412247373913973,48.85445502611209
538,SANISETTE,,4  RUE FERNAND LEGER,75020,6h/22h,Oui,Non,,"{""coordinates"": [[2.389124137262356, 48.863772755076]], ""type"": ""MultiPoint""}","48.863772755076,2.389124137262356",2.389124137262356,48.863772755076
539,SANISETTE,,107  RUE RAMBUTEAU,75001,24h/24h,Oui,Non,,"{""coordinates"": [[2.346392662102407, 48.86274833004129]], ""type"": ""MultiPoint""}","48.86274833004129,2.346392662102407",2.346392662102407,48.86274833004129
540,SANISETTE,,27  BOULEVARD POISSONNIERE,75002,24h/24h,Oui,Non,,"{""coordinates"": [[2.343654073079795, 48.87129988583528]], ""type"": ""MultiPoint""}","48.87129988583528,2.343654073079795",2.343654073079795,48.87129988583528
541,SANISETTE,,QUAI DE GESVRES,75004,24h/24h,Oui,Non,,"{""coordinates"": [[2.349796463968451, 48.856486160078234]], ""type"": ""MultiPoint""}","48.856486160078234,2.349796463968451",2.349796463968451,48.856486160078234
542,SANISETTE,,4  RUE JUSSIEU,75005,24h/24h,Oui,Non,,"{""coordinates"": [[2.354872194164979, 48.84622521629629]], ""type"": ""MultiPoint""}","48.84622521629629,2.354872194164979",2.354872194164979,48.84622521629629
543,SANISETTE,,4  AVENUE FRANKLIN D ROOSEVELT,75008,6h/22h,Oui,Non,,"{""coordinates"": [[2.310160918160172, 48.87014131314519]], ""type"": ""MultiPoint""}","48.87014131314519,2.310160918160172",2.310160918160172,48.87014131314519
544,TOILETTES,,SQUARE CHARLES PEGUY,75012,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-charles-peguy-2575,"{""coordinates"": [[2.406140565653542, 48.83953772127824]], ""type"": ""MultiPoint""}","48.83953772127824,2.406140565653542",2.406140565653542,48.83953772127824
545,TOILETTES,,JARDIN D'EOLE - TERRAIN DE BASKET,75018,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075,"{""coordinates"": [[2.36501249488385, 48.88664454218721]], ""type"": ""MultiPoint""}","48.88664454218721,2.36501249488385",2.36501249488385,48.88664454218721
546,TOILETTES,,JARDIN HENRI SAUVAGE,75018,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/jardin-henri-sauvage-ex-square-amiraux-boinod-2702,"{""coordinates"": [[2.352388044903167, 48.89412216072536]], ""type"": ""MultiPoint""}","48.89412216072536,2.352388044903167",2.352388044903167,48.89412216072536
547,TOILETTES,,SQUARE JEAN XXIII,75004,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-jean-xxiii-35,"{""coordinates"": [[2.35106433395671, 48.85284931455995]], ""type"": ""MultiPoint""}","48.85284931455995,2.35106433395671",2.35106433395671,48.85284931455995
548,TOILETTES,,SQUARE GUSTAVE MESUREUR,75013,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-gustave-mesureur-2525,"{""coordinates"": [[2.362528627050124, 48.83375567823723]], ""type"": ""MultiPoint""}","48.83375567823723,2.362528627050124",2.362528627050124,48.83375567823723
549,TOILETTES,,SQUARE SAMUEL BECKETT,75013,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-joan-miro-2563,"{""coordinates"": [[2.361947469994329, 48.81990547174471]], ""type"": ""MultiPoint""}","48.81990547174471,2.361947469994329",2.361947469994329,48.81990547174471
550,TOILETTES,,SQUARE SAINT-LAMBERT,75015,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-saint-lambert-1768,"{""coordinates"": [[2.297406063222037, 48.84277453561846]], ""type"": ""MultiPoint""}","48.84277453561846,2.297406063222037",2.297406063222037,48.84277453561846
551,TOILETTES,,SQUARE BOUCICAUT,75007,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-boucicaut-2462,"{""coordinates"": [[2.325645642508822, 48.85111943871574]], ""type"": ""MultiPoint""}","48.85111943871574,2.325645642508822",2.325645642508822,48.85111943871574
552,TOILETTES,,PARC MONTSOURIS,75014,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867,"{""coordinates"": [[2.340911412274563, 48.82139688389914]], ""type"": ""MultiPoint""}","48.82139688389914,2.340911412274563",2.340911412274563,48.82139688389914
553,TOILETTES,,SQUARE DES EPINETTES,75017,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-des-epinettes-2631,"{""coordinates"": [[2.326850241067247, 48.894764964434124]], ""type"": ""MultiPoint""}","48.894764964434124,2.326850241067247",2.326850241067247,48.894764964434124
554,TOILETTES,,SQUARE DU PASSAGE LEON,75018,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-saint-bernard-said-bouziri-2686,"{""coordinates"": [[2.353323649348037, 48.885897360399426]], ""type"": ""MultiPoint""}","48.885897360399426,2.353323649348037",2.353323649348037,48.885897360399426
555,TOILETTES,,SQUARE MONSEIGNEUR MAILLET,75019,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/jardin-du-regard-de-la-lanterne-2677,"{""coordinates"": [[2.393158382368525, 48.87669393559697]], ""type"": ""MultiPoint""}","48.87669393559697,2.393158382368525",2.393158382368525,48.87669393559697
556,LAVATORY,,1 rue Lamarck,75018,Voir fiche équipement,Oui,Non,,"{""coordinates"": [[2.343863211912109, 48.88626726174863]], ""type"": ""MultiPoint""}","48.88626726174863,2.343863211912109",2.343863211912109,48.88626726174863
557,WC PUBLICS PERMANENTS,,Parc Rives de Seine,75004,Voir fiche équipement,Non,Non,,"{""coordinates"": [[2.353968199139136, 48.85349716617869]], ""type"": ""MultiPoint""}","48.85349716617869,2.353968199139136",2.353968199139136,48.85349716617869
558,URINOIR,,40 BOULEVARD AUGUSTE BLANQUI,75013,Voir fiche équipement,Non,Non,,"{""coordinates"": [[2.350974415222593, 48.83003143468849]], ""type"": ""MultiPoint""}","48.83003143468849,2.350974415222593",2.350974415222593,48.83003143468849
559,SANISETTE,,3  RUE AMBROISE PARE,75010,6h/22h,Oui,Non,,"{""coordinates"": [[2.353238345856508, 48.881814396150844]], ""type"": ""MultiPoint""}","48.881814396150844,2.353238345856508",2.353238345856508,48.881814396150844
560,SANISETTE,,44  AVENUE PHILIPPE AUGUSTE,75011,6h/22h,Oui,Non,,"{""coordinates"": [[2.393718336174439, 48.85213697345383]], ""type"": ""MultiPoint""}","48.85213697345383,2.393718336174439",2.393718336174439,48.85213697345383
561,SANISETTE,,282  BOULEVARD VOLTAIRE,75011,6h/22h,Oui,Non,,"{""coordinates"": [[2.393663208396115, 48.84958044775067]], ""type"": ""MultiPoint""}","48.84958044775067,2.393663208396115",2.393663208396115,48.84958044775067
562,SANISETTE,,36  AVENUE DAUMESNIL,75012,24h/24h,Oui,Non,,"{""coordinates"": [[2.371083681974045, 48.849239292689276]], ""type"": ""MultiPoint""}","48.849239292689276,2.371083681974045",2.371083681974045,48.849239292689276
563,SANISETTE,,face au 1 BOULEVARD DE REUILLY,75012,6h/22h,Oui,Non,,"{""coordinates"": [[2.389572937934319, 48.83894041055916]], ""type"": ""MultiPoint""}","48.83894041055916,2.389572937934319",2.389572937934319,48.83894041055916
564,SANISETTE,,4  PLACE ABBE GEORGES HENOCQUE,75013,24h/24h,Oui,Non,,"{""coordinates"": [[2.353095464368397, 48.82406568071868]], ""type"": ""MultiPoint""}","48.82406568071868,2.353095464368397",2.353095464368397,48.82406568071868
565,SANISETTE,,face au 97 RUE DU CHEVALERET,75013,24h/24h,Oui,Non,,"{""coordinates"": [[2.375200718397584, 48.83032574552438]], ""type"": ""MultiPoint""}","48.83032574552438,2.375200718397584",2.375200718397584,48.83032574552438
566,SANISETTE,,BOULEVARD DE L HOPITAL,75013,6h/1h,Oui,Non,,"{""coordinates"": [[2.361754666816262, 48.83963427904555]], ""type"": ""MultiPoint""}","48.83963427904555,2.361754666816262",2.361754666816262,48.83963427904555
567,SANISETTE,,11  AVENUE MAURICE D OCAGNE,75014,6h/22h,Oui,Non,,"{""coordinates"": [[2.311279224235745, 48.82498851904086]], ""type"": ""MultiPoint""}","48.82498851904086,2.311279224235745",2.311279224235745,48.82498851904086
568,SANISETTE,,7  AVENUE DE LA PORTE DES TERNES,75017,6h/22h,Oui,Non,,"{""coordinates"": [[2.282970855516519, 48.88111759201828]], ""type"": ""MultiPoint""}","48.88111759201828,2.282970855516519",2.282970855516519,48.88111759201828
569,SANISETTE,,138  RUE DES POISSONNIERS,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.353016460359746, 48.89635962022954]], ""type"": ""MultiPoint""}","48.89635962022954,2.353016460359746",2.353016460359746,48.89635962022954
570,SANISETTE,,face au 36 RUE LEIBNIZ,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.334627425552952, 48.896429139789866]], ""type"": ""MultiPoint""}","48.896429139789866,2.334627425552952",2.334627425552952,48.896429139789866
571,SANISETTE,,2  AVENUE DE LA PORTE DE SAINT OUEN,75018,24h/24h,Oui,Non,,"{""coordinates"": [[2.329375817479652, 48.89789971505309]], ""type"": ""MultiPoint""}","48.89789971505309,2.329375817479652",2.329375817479652,48.89789971505309
572,SANISETTE,,face au 3 BOULEVARD NEY,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.369298128147713, 48.89877331075297]], ""type"": ""MultiPoint""}","48.89877331075297,2.369298128147713",2.369298128147713,48.89877331075297
573,SANISETTE,,face au 34 BOULEVARD DE CLICHY,75018,24h/24h,Oui,Non,,"{""coordinates"": [[2.3367738949822803, 48.88256734476811]], ""type"": ""MultiPoint""}","48.88256734476811,2.3367738949822803",2.3367738949822803,48.88256734476811
574,SANISETTE,,23  BOULEVARD NEY,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.362386603106506, 48.8984120785467]], ""type"": ""MultiPoint""}","48.8984120785467,2.362386603106506",2.362386603106506,48.8984120785467
575,SANISETTE,,25  AVENUE DE FLANDRE,75019,24h/24h,Oui,Non,,"{""coordinates"": [[2.370365988049617, 48.8857730296856]], ""type"": ""MultiPoint""}","48.8857730296856,2.370365988049617",2.370365988049617,48.8857730296856
576,SANISETTE,,face au 107 AVENUE JEAN JAURES,75019,6h/22h,Oui,Non,,"{""coordinates"": [[2.381014907216359, 48.88552389113011]], ""type"": ""MultiPoint""}","48.88552389113011,2.381014907216359",2.381014907216359,48.88552389113011
577,SANISETTE,,72  RUE DES AMANDIERS,75020,6h/22h,Oui,Non,,"{""coordinates"": [[2.38977745051532, 48.86628405302379]], ""type"": ""MultiPoint""}","48.86628405302379,2.38977745051532",2.38977745051532,48.86628405302379
578,SANISETTE,,69  BOULEVARD DE SEBASTOPOL,75002,6h/22h,Oui,Non,,"{""coordinates"": [[2.350962736416814, 48.86366249322703]], ""type"": ""MultiPoint""}","48.86366249322703,2.350962736416814",2.350962736416814,48.86366249322703
579,SANISETTE,,25  RUE PASTOURELLE,75003,6h/22h,Oui,Non,,"{""coordinates"": [[2.359364861798902, 48.86274437683079]], ""type"": ""MultiPoint""}","48.86274437683079,2.359364861798902",2.359364861798902,48.86274437683079
580,SANISETTE,,RUE DE SEVRES,75007,6h/22h,Oui,Non,,"{""coordinates"": [[2.323054655081175, 48.84983487675197]], ""type"": ""MultiPoint""}","48.84983487675197,2.323054655081175",2.323054655081175,48.84983487675197
581,SANISETTE,,AVENUE CHARLES FLOQUET,75007,24h/24h,Oui,Non,,"{""coordinates"": [[2.295895903904689, 48.855104384442974]], ""type"": ""MultiPoint""}","48.855104384442974,2.295895903904689",2.295895903904689,48.855104384442974
582,TOILETTES,,BOIS DE VINCENNES - PLATEAU DE SAINT-MANDE,75012,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/parc-floral-de-paris-1,"{""coordinates"": [[2.420418982190451, 48.84310448292203]], ""type"": ""MultiPoint""}","48.84310448292203,2.420418982190451",2.420418982190451,48.84310448292203
583,TOILETTES,,SQUARE JEAN MOULIN,75014,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-jean-moulin-2589,"{""coordinates"": [[2.318778523318068, 48.82377533658264]], ""type"": ""MultiPoint""}","48.82377533658264,2.318778523318068",2.318778523318068,48.82377533658264
584,TOILETTES,,JARDIN DES POETES,75016,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-des-poetes-2778,"{""coordinates"": [[2.256663508363861, 48.84762442808565]], ""type"": ""MultiPoint""}","48.84762442808565,2.256663508363861",2.256663508363861,48.84762442808565
585,TOILETTES,,SQUARE CLAUDE BERNARD,75019,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-claude-bernard-2682,"{""coordinates"": [[2.374464613571059, 48.899251737173394]], ""type"": ""MultiPoint""}","48.899251737173394,2.374464613571059",2.374464613571059,48.899251737173394
586,SANISETTE,,8  PLACE LEON BLUM,75011,6h/22h,Oui,Non,,"{""coordinates"": [[2.380242666953603, 48.85831317893598]], ""type"": ""MultiPoint""}","48.85831317893598,2.380242666953603",2.380242666953603,48.85831317893598
587,SANISETTE,,123  BOULEVARD RICHARD LENOIR,75011,24h/24h,Oui,Non,,"{""coordinates"": [[2.369377340131359, 48.865841562591655]], ""type"": ""MultiPoint""}","48.865841562591655,2.369377340131359",2.369377340131359,48.865841562591655
588,SANISETTE,,5  BOULEVARD KELLERMANN,75013,6h/22h,Oui,Non,,"{""coordinates"": [[2.357591218548521, 48.81897694760634]], ""type"": ""MultiPoint""}","48.81897694760634,2.357591218548521",2.357591218548521,48.81897694760634
589,SANISETTE,,26  PLACE JEANNE D ARC,75013,24h/24h,Oui,Non,,"{""coordinates"": [[2.368968163478483, 48.829779950288575]], ""type"": ""MultiPoint""}","48.829779950288575,2.368968163478483",2.368968163478483,48.829779950288575
590,SANISETTE,,46  AVENUE D ITALIE,75013,6h/22h,Oui,Non,,"{""coordinates"": [[2.35653249550023, 48.828056558518995]], ""type"": ""MultiPoint""}","48.828056558518995,2.35653249550023",2.35653249550023,48.828056558518995
591,SANISETTE,,100  BOULEVARD AUGUSTE BLANQUI,75013,24h/24h,Oui,Non,,"{""coordinates"": [[2.344431701329784, 48.83113397852206]], ""type"": ""MultiPoint""}","48.83113397852206,2.344431701329784",2.344431701329784,48.83113397852206
592,SANISETTE,,AVENUE DU MAINE,75014,6h/22h,Oui,Non,,"{""coordinates"": [[2.325309655442211, 48.83226021863131]], ""type"": ""MultiPoint""}","48.83226021863131,2.325309655442211",2.325309655442211,48.83226021863131
593,SANISETTE,,face au 297 BOULEVARD RASPAIL,75014,6h/22h,Oui,Non,,"{""coordinates"": [[2.332118769771474, 48.83481048849861]], ""type"": ""MultiPoint""}","48.83481048849861,2.332118769771474",2.332118769771474,48.83481048849861
594,SANISETTE,,9  QUAI LOUIS BLERIOT,75016,6h/22h,Oui,Non,,"{""coordinates"": [[2.277890989978299, 48.85083039519224]], ""type"": ""MultiPoint""}","48.85083039519224,2.277890989978299",2.277890989978299,48.85083039519224
595,SANISETTE,,face au 21 AVENUE DU GENERAL SARRAIL,75016,6h/22h,Oui,Non,,"{""coordinates"": [[2.255987040827983, 48.845813121421486]], ""type"": ""MultiPoint""}","48.845813121421486,2.255987040827983",2.255987040827983,48.845813121421486
596,SANISETTE,,16  AVENUE DU PARC DES PRINCES,75016,6h/22h,Oui,Non,,"{""coordinates"": [[2.254610908740306, 48.84122995590826]], ""type"": ""MultiPoint""}","48.84122995590826,2.254610908740306",2.254610908740306,48.84122995590826
597,SANISETTE,,220  BOULEVARD DE LA VILLETTE,75019,6h/22h,Oui,Non,,"{""coordinates"": [[2.367381050280597, 48.88425702092837]], ""type"": ""MultiPoint""}","48.88425702092837,2.367381050280597",2.367381050280597,48.88425702092837
598,SANISETTE,,face au 57 QUAI DE LA SEINE,75019,6h/1h,Oui,Non,,"{""coordinates"": [[2.375836531761866, 48.887235115112404]], ""type"": ""MultiPoint""}","48.887235115112404,2.375836531761866",2.375836531761866,48.887235115112404
599,SANISETTE,,24  RUE SAINT FARGEAU,75020,6h/22h,Oui,Non,,"{""coordinates"": [[2.402140186133077, 48.871554163366646]], ""type"": ""MultiPoint""}","48.871554163366646,2.402140186133077",2.402140186133077,48.871554163366646
600,SANISETTE,,82  BOULEVARD DE SEBASTOPOL,75003,6h/22h,Oui,Non,,"{""coordinates"": [[2.352249091270851, 48.86550351402495]], ""type"": ""MultiPoint""}","48.86550351402495,2.352249091270851",2.352249091270851,48.86550351402495
601,SANISETTE,,RUE SAINT ANTOINE,75004,24h/24h,Oui,Non,,"{""coordinates"": [[2.360419701884549, 48.85530319788792]], ""type"": ""MultiPoint""}","48.85530319788792,2.360419701884549",2.360419701884549,48.85530319788792
602,SANISETTE,,21 bis BOULEVARD BOURDON,75004,6h/22h,Oui,Non,,"{""coordinates"": [[2.366735495873733, 48.849930706291325]], ""type"": ""MultiPoint""}","48.849930706291325,2.366735495873733",2.366735495873733,48.849930706291325
603,SANISETTE,,RUE CUVIER,75005,6h/22h,Oui,Non,,"{""coordinates"": [[2.360394697155951, 48.84439660262885]], ""type"": ""MultiPoint""}","48.84439660262885,2.360394697155951",2.360394697155951,48.84439660262885
604,SANISETTE,,85  BOULEVARD RASPAIL,75006,6h/22h,Oui,Non,,"{""coordinates"": [[2.327969092306715, 48.84768309080963]], ""type"": ""MultiPoint""}","48.84768309080963,2.327969092306715",2.327969092306715,48.84768309080963
605,SANISETTE,,1  AVENUE DE VERDUN,75010,24h/24h,Oui,Non,,"{""coordinates"": [[2.361395771844339, 48.876304046298976]], ""type"": ""MultiPoint""}","48.876304046298976,2.361395771844339",2.361395771844339,48.876304046298976
606,TOILETTES,,JARDIN D'EOLE - AIRE DE JEUX,75018,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075,"{""coordinates"": [[2.366157108818243, 48.888348037389356]], ""type"": ""MultiPoint""}","48.888348037389356,2.366157108818243",2.366157108818243,48.888348037389356
607,TOILETTES,,BOIS DE VINCENNES - DAUMESNIL,75012,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-floral-de-paris-1,"{""coordinates"": [[2.414299848616877, 48.83277762088802]], ""type"": ""MultiPoint""}","48.83277762088802,2.414299848616877",2.414299848616877,48.83277762088802
608,TOILETTES,,PARC DES BUTTES CHAUMONT,75019,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757,"{""coordinates"": [[2.382729246173076, 48.87945225471852]], ""type"": ""MultiPoint""}","48.87945225471852,2.382729246173076",2.382729246173076,48.87945225471852
609,TOILETTES,,JARDIN DU MOULIN DE LA POINTE,75013,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-du-monument-aux-meres-francaises-2564,"{""coordinates"": [[2.356788716578499, 48.82101412751667]], ""type"": ""MultiPoint""}","48.82101412751667,2.356788716578499",2.356788716578499,48.82101412751667
610,TOILETTES,,JARDIN JEAN-CLAUDE NICOLAS FORESTIER,75013,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-jean-claude-nicolas-forestier-2554,"{""coordinates"": [[2.348072406221041, 48.81884809913537]], ""type"": ""MultiPoint""}","48.81884809913537,2.348072406221041",2.348072406221041,48.81884809913537
611,TOILETTES,,PARC ANDRE CITROEN,75015,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-andre-citroen-1791,"{""coordinates"": [[2.275296807339177, 48.8420964537002]], ""type"": ""MultiPoint""}","48.8420964537002,2.275296807339177",2.275296807339177,48.8420964537002
612,URINOIR,,JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR,75005,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-tino-rossi-1786,"{""coordinates"": [[2.361597962737386, 48.84699411929912]], ""type"": ""MultiPoint""}","48.84699411929912,2.361597962737386",2.361597962737386,48.84699411929912
613,TOILETTES,,PARC DES BUTTES CHAUMONT,75019,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757,"{""coordinates"": [[2.379927468657875, 48.878124294408764]], ""type"": ""MultiPoint""}","48.878124294408764,2.379927468657875",2.379927468657875,48.878124294408764
614,WC PUBLICS PERMANENTS,,Parc Rives de Seine,75001,10h/22h,Oui,Non,,"{""coordinates"": [[2.344286199307675, 48.85785376524151]], ""type"": ""MultiPoint""}","48.85785376524151,2.344286199307675",2.344286199307675,48.85785376524151
